Release_ID,Commits,Bugs_Reported,Critical_Bugs,Test_Coverage,Failed_Test_Cases,Code_Churn,Cyclomatic_Complexity,Files_Changed,Developer_Experience,Security_Vulnerabilities,Build_Time_Minutes,Deployment_Frequency,Risk_Level
R1608,362,28,4,72.4,0,8795,19,6,3.7,6,33,8,High
R1609,223,0,0,57.1,2,4583,39,105,13.5,3,6,17,Medium
R1610,464,30,4,88.8,21,938,36,75,3.6,5,40,10,High
R1611,419,3,3,95.7,12,9287,26,23,8.4,1,5,14,Medium
R1612,60,10,3,96.6,0,1729,13,120,11.4,2,15,10,Low
R1613,363,8,6,62.1,13,3443,15,47,1.9,2,24,18,High
R1614,374,17,1,58.4,4,2089,5,31,1.5,6,55,9,Medium
R1615,111,3,3,69.9,16,8858,34,66,2.3,5,44,9,High
R1616,422,2,2,89.7,11,2990,29,104,3.2,2,51,1,Medium
R1617,486,29,1,98.7,5,2488,26,21,8.1,5,39,7,Medium
R1618,265,29,5,56.3,12,7184,11,104,7.9,6,30,7,High
R1619,105,6,6,89.0,23,1196,19,107,10.0,6,36,18,High
R1620,414,14,6,69.2,11,3362,7,5,7.1,0,41,12,Medium
R1621,28,21,5,83.5,13,221,25,111,7.2,1,58,4,High
R1622,324,16,8,88.7,18,2324,35,64,8.5,4,51,11,High
R1623,81,19,0,89.6,20,5294,20,40,8.3,3,23,2,Medium
R1624,459,3,0,96.3,21,2343,21,105,6.0,1,22,11,Medium
R1625,455,13,1,97.9,11,1330,36,40,11.2,3,6,1,Medium
R1626,165,10,2,86.3,4,8700,11,47,2.1,2,54,11,Medium
R1627,182,28,1,63.0,6,9639,10,30,1.2,2,58,18,Medium
R1628,406,17,1,90.7,17,9559,39,39,13.6,5,24,4,High
R1629,478,12,0,68.7,13,1623,26,35,11.2,1,9,4,Low
R1630,321,0,0,94.2,1,7787,28,52,8.4,2,15,19,Low
R1631,307,28,3,58.6,5,3133,11,81,12.3,3,18,5,Medium
R1632,106,23,8,65.5,13,186,38,113,4.5,6,51,7,High
R1633,272,17,3,57.6,6,6464,17,106,8.2,2,13,13,Medium
R1634,322,13,4,66.9,19,2142,31,33,9.9,3,5,4,High
R1635,227,18,3,87.9,22,2200,16,105,9.8,0,47,8,Medium
R1636,87,22,0,65.2,7,862,9,88,6.2,1,22,4,Medium
R1637,314,0,0,86.6,22,325,31,14,5.4,3,14,5,Medium
R1638,390,20,1,93.2,10,6835,29,85,8.0,2,33,7,Medium
R1639,459,20,2,64.1,11,3180,20,63,7.6,2,32,2,Medium
R1640,149,0,0,75.4,1,1076,34,68,4.7,3,12,10,Low
R1641,92,9,4,62.8,24,325,35,101,11.6,0,42,15,High
R1642,198,9,3,74.8,22,4615,35,50,4.4,3,19,15,High
R1643,483,4,0,89.4,20,8061,29,29,14.8,4,37,5,Medium
R1644,76,8,5,78.0,22,1719,22,111,10.0,6,24,13,High
R1645,30,2,1,65.6,9,4230,20,97,14.4,4,59,20,Medium
R1646,314,25,8,95.6,20,8243,38,1,2.7,0,25,18,High
R1647,234,18,5,55.1,6,3169,11,94,4.9,6,32,9,High
R1648,376,25,4,80.8,20,6685,27,13,6.0,4,17,8,High
R1649,186,1,1,70.7,24,4051,39,43,7.7,3,40,1,High
R1650,373,2,1,79.9,4,3889,31,111,1.1,3,31,18,Medium
R1651,398,2,1,85.0,17,7329,13,29,11.2,1,28,4,Low
R1652,38,8,0,95.4,13,2070,22,83,9.0,3,18,3,Medium
R1653,194,29,3,81.9,2,4201,39,96,9.6,6,20,2,High
R1654,263,22,4,78.8,21,204,36,105,14.9,6,31,11,High
R1655,71,2,2,80.6,18,4649,5,55,10.6,2,53,15,Medium
R1656,304,22,2,56.2,3,9466,6,86,4.5,1,57,6,Medium
R1657,139,23,0,87.2,6,3525,17,17,4.8,0,47,15,Low
R1658,135,19,2,56.4,23,3445,28,81,11.5,6,24,14,High
R1659,98,22,1,91.7,5,7861,29,1,3.0,0,39,6,Medium
R1660,370,26,6,59.8,24,2681,18,10,2.7,0,32,8,High
R1661,378,26,2,66.7,16,9193,38,116,14.0,4,26,15,High
R1662,100,26,8,84.1,6,7457,32,23,9.4,6,33,9,High
R1663,181,8,3,95.8,25,428,17,52,4.8,6,39,15,High
R1664,494,2,1,90.1,4,981,19,95,10.7,6,12,18,Low
R1665,265,12,2,57.3,5,8931,19,103,2.3,0,37,20,Medium
R1666,298,28,1,65.6,17,1469,26,68,8.3,2,21,11,Medium
R1667,301,4,2,56.9,15,3463,13,103,12.0,5,45,3,High
R1668,285,4,4,58.1,23,9057,10,95,11.5,3,15,9,High
R1669,453,10,0,56.5,0,547,6,111,12.2,0,10,11,Low
R1670,104,24,1,58.6,6,7977,11,57,11.9,4,46,12,Medium
R1671,49,25,0,86.6,11,5225,29,87,2.2,4,46,10,High
R1672,405,9,4,62.0,17,2523,39,62,4.7,4,54,3,High
R1673,97,5,4,77.1,25,795,25,49,7.3,4,32,15,High
R1674,33,1,0,55.1,8,4124,29,45,9.7,0,28,17,Low
R1675,160,16,2,72.8,18,2114,20,53,2.7,2,37,8,Medium
R1676,184,11,0,71.1,5,9550,29,94,1.1,5,7,16,Medium
R1677,47,13,3,65.6,19,9246,34,80,5.6,0,54,20,High
R1678,418,20,8,63.1,2,1094,22,103,1.2,0,60,13,High
R1679,149,26,8,60.5,17,8771,5,34,9.6,2,59,6,High
R1680,300,30,7,76.9,7,8548,17,49,10.9,1,38,3,High
R1681,224,8,3,61.8,2,2418,30,80,10.3,5,15,17,Medium
R1682,312,20,4,72.9,5,439,20,113,6.6,5,13,12,Medium
R1683,389,23,8,74.0,3,5172,21,11,7.2,0,57,13,Medium
R1684,169,30,6,61.9,24,6222,23,111,13.2,1,30,8,High
R1685,389,21,5,70.0,21,3163,23,25,14.4,5,6,3,High
R1686,260,12,4,73.1,8,4861,37,74,14.4,4,37,1,High
R1687,415,7,1,71.2,17,8307,38,23,12.5,2,26,5,Medium
R1688,258,19,0,84.6,10,715,23,88,9.8,6,23,8,Medium
R1689,124,29,3,64.2,24,5917,17,107,8.1,4,25,4,High
R1690,222,23,3,90.5,25,1774,10,13,10.8,3,38,15,Medium
R1691,389,28,1,79.0,19,3354,20,76,1.8,5,17,16,High
R1692,130,4,4,83.3,7,742,31,110,1.0,0,10,20,Medium
R1693,409,16,7,88.4,10,6478,11,60,14.4,6,31,18,High
R1694,388,27,8,94.2,0,3128,18,106,0.9,6,6,19,High
R1695,74,10,6,59.9,4,9884,38,119,0.7,5,29,11,High
R1696,261,20,7,66.6,9,9866,12,93,13.7,0,44,7,High
R1697,220,11,5,60.9,1,1349,24,78,1.5,0,60,17,Medium
R1698,347,24,4,59.8,9,3800,19,51,8.2,2,58,1,High
R1699,320,4,4,63.6,23,2683,18,78,9.2,1,9,8,Medium
R1700,251,8,5,69.9,2,1611,21,120,1.0,5,59,10,High
R1701,86,16,8,72.9,23,802,28,81,0.8,6,26,8,High
R1702,272,29,6,73.9,25,859,38,89,1.9,5,13,14,High
R1703,419,27,0,96.3,6,1007,38,114,3.4,3,30,20,Medium
R1704,65,26,0,72.0,21,7565,9,42,14.1,1,11,6,Medium
R1705,413,6,4,94.5,11,952,32,66,8.5,3,41,4,Medium
R1706,268,20,7,73.7,17,2436,18,68,12.6,2,52,2,High
R1707,79,7,4,94.4,0,8747,33,100,3.3,2,20,16,Medium
R1708,461,21,8,87.4,16,2336,31,6,3.6,5,28,20,High
R1709,390,3,0,59.5,11,7497,6,78,12.4,4,28,19,Medium
R1710,317,22,1,90.3,9,9505,16,120,0.7,3,21,19,Medium
R1711,433,5,5,88.3,22,9484,31,99,9.6,6,29,10,High
R1712,445,17,7,58.9,16,4942,14,69,11.9,4,29,19,High
R1713,147,4,4,79.9,9,448,37,114,5.0,4,55,7,High
R1714,109,28,3,59.8,24,3754,23,100,2.5,3,30,19,High
R1715,306,30,0,72.9,22,476,40,61,2.7,5,12,15,High
R1716,411,13,0,83.2,5,3637,24,72,14.2,5,19,17,Low
R1717,330,7,5,84.5,19,6027,20,116,14.3,1,47,18,Medium
R1718,407,0,0,91.4,11,6776,12,19,13.6,4,44,14,Low
R1719,194,0,0,90.4,25,2512,30,76,11.6,4,48,5,Medium
R1720,242,21,4,59.1,17,6365,29,45,6.4,0,58,7,High
R1721,27,17,7,90.6,3,2487,17,104,8.2,4,26,4,Medium
R1722,148,26,3,89.2,12,8971,14,31,9.0,6,24,17,High
R1723,159,20,0,92.6,5,7938,19,1,0.6,6,37,14,Medium
R1724,327,12,6,57.8,1,2013,29,65,3.4,0,47,7,Medium
R1725,436,19,5,91.2,0,885,9,49,8.2,4,46,9,Medium
R1726,61,9,1,92.7,10,990,34,53,11.7,6,45,17,Medium
R1727,120,27,7,83.3,20,2453,8,94,5.8,5,22,9,High
R1728,28,28,7,74.4,19,4712,30,21,1.3,3,13,13,High
R1729,410,27,6,84.5,19,2347,27,3,8.6,0,52,16,High
R1730,391,20,7,95.6,1,2737,9,99,11.8,0,30,17,Medium
R1731,365,17,4,58.0,6,3351,17,59,3.9,1,25,12,Medium
R1732,386,29,2,63.9,12,1881,34,70,13.9,3,5,7,Medium
R1733,454,28,2,84.8,2,9978,15,1,6.0,1,53,14,Medium
R1734,141,26,8,98.1,10,2268,34,64,8.4,2,29,4,High
R1735,117,6,6,58.3,21,9032,23,40,4.3,0,51,6,High
R1736,462,18,5,57.1,12,4917,37,6,14.6,0,32,9,Medium
R1737,165,1,1,74.9,21,4198,11,51,7.3,0,14,15,Low
R1738,399,25,7,84.4,5,3158,9,2,12.6,5,10,16,Medium
R1739,477,26,8,91.4,3,3268,21,67,14.0,3,15,19,Medium
R1740,299,10,7,89.5,21,7275,19,98,6.7,6,19,18,High
R1741,144,28,1,92.3,5,9004,25,53,0.9,1,41,15,Medium
R1742,398,0,0,89.6,18,9022,32,52,10.4,0,34,16,Low
R1743,378,1,1,92.9,15,3965,30,67,11.8,1,60,1,Medium
R1744,206,24,0,71.5,4,1482,15,24,3.7,2,25,6,Medium
R1745,64,12,5,55.7,10,8932,33,120,2.0,2,30,19,High
R1746,96,23,1,78.0,24,2954,9,74,2.5,4,30,15,Medium
R1747,406,19,0,79.5,17,4499,20,56,9.5,4,23,18,Medium
R1748,464,0,0,60.6,1,5521,7,78,10.5,1,47,18,Low
R1749,241,23,4,77.3,9,2229,24,113,9.3,6,52,20,High
R1750,282,17,1,83.5,9,5781,33,81,8.4,3,56,2,Medium
R1751,375,20,7,59.0,5,3954,39,52,7.0,3,17,18,High
R1752,413,21,2,56.2,19,7505,22,49,11.8,4,9,15,High
R1753,273,19,8,76.7,17,2556,32,65,7.7,6,14,5,High
R1754,183,16,3,76.7,23,725,39,41,10.4,0,30,6,Medium
R1755,369,20,3,71.2,22,4512,6,85,13.5,2,53,13,Medium
R1756,215,23,5,85.2,18,727,6,87,2.3,2,39,6,High
R1757,418,23,5,92.5,8,4215,16,120,8.1,3,42,13,Medium
R1758,120,4,4,91.4,19,4919,16,82,4.1,1,48,18,Medium
R1759,398,18,4,89.7,7,3287,39,116,13.9,0,26,13,Medium
R1760,104,8,1,85.1,10,3157,39,98,5.4,3,16,11,Medium
R1761,219,5,2,72.8,18,3731,19,44,8.2,6,48,12,Medium
R1762,72,7,7,59.7,22,6509,28,47,0.9,5,36,17,High
R1763,154,30,6,96.8,17,5414,6,79,5.1,3,54,10,High
R1764,442,8,3,55.3,9,2065,37,106,8.9,6,12,16,High
R1765,326,15,2,57.1,16,5565,20,35,12.0,0,58,12,Medium
R1766,127,12,4,58.9,9,7533,11,42,12.5,1,11,7,Medium
R1767,393,5,5,82.3,6,6972,35,94,12.8,4,11,8,Medium
R1768,428,13,7,92.5,1,363,22,109,2.7,6,46,4,High
R1769,165,30,1,56.5,11,3005,34,50,9.4,0,49,19,Medium
R1770,288,15,8,57.6,23,2256,35,1,4.4,1,20,17,High
R1771,289,17,5,72.7,4,5521,40,104,13.7,6,32,14,High
R1772,49,30,5,93.0,18,8397,31,102,11.4,4,33,9,High
R1773,172,27,2,61.1,22,5635,37,44,14.8,5,22,18,High
R1774,343,10,6,97.4,25,5299,23,23,7.8,2,44,4,High
R1775,62,25,6,98.4,0,2330,5,113,1.1,1,56,10,Medium
R1776,210,20,3,80.8,7,1291,20,17,9.8,6,57,4,Medium
R1777,429,10,5,58.0,0,5408,26,62,1.0,1,45,14,Medium
R1778,304,23,2,85.0,9,5068,23,109,8.0,4,29,13,Medium
R1779,320,19,7,61.3,22,3738,32,58,13.5,6,33,10,High
R1780,349,13,2,87.9,4,6101,37,95,10.7,2,23,7,Medium
R1781,55,16,3,90.4,5,9002,11,95,2.4,6,9,5,Medium
R1782,122,19,2,93.7,20,216,24,80,1.8,3,52,1,High
R1783,473,2,2,65.8,8,8120,15,27,10.9,3,27,1,Medium
R1784,292,5,5,72.8,22,1526,34,23,11.9,2,35,15,Medium
R1785,184,8,5,79.7,8,8027,13,49,2.7,4,7,11,Medium
R1786,92,19,1,77.5,24,7531,29,116,10.0,1,51,4,High
R1787,220,1,1,93.2,22,7301,12,83,7.3,0,34,7,Medium
R1788,121,14,3,95.7,20,9644,16,108,13.9,2,16,6,Medium
R1789,99,18,3,87.6,5,1751,32,103,5.2,6,42,3,High
R1790,347,9,3,79.3,4,3974,15,42,10.0,5,20,19,Medium
R1791,458,28,8,63.9,17,5147,22,54,2.3,5,46,15,High
R1792,397,23,7,64.6,25,6540,23,32,14.2,4,26,9,High
R1793,463,8,7,81.9,23,2008,16,115,7.0,6,59,19,High
R1794,244,0,0,80.1,14,1244,15,8,5.3,5,43,15,Medium
R1795,408,16,7,86.6,6,8133,25,18,8.9,4,38,8,High
R1796,86,4,0,90.7,24,1714,13,102,5.8,5,55,2,Medium
R1797,300,6,2,56.7,1,4446,40,63,9.3,5,34,17,Medium
R1798,277,16,7,70.4,6,6198,37,46,3.2,5,39,13,High
R1799,493,1,0,63.9,8,5049,20,119,6.1,0,57,19,Medium
R1800,457,25,5,59.8,2,5783,15,27,13.1,4,60,3,High
R1801,31,24,2,83.3,5,9715,27,85,0.8,2,17,16,Medium
R1802,161,20,8,63.5,19,3316,5,74,6.5,3,10,7,High
R1803,371,18,7,59.1,3,2478,30,7,9.7,5,14,4,High
R1804,126,5,1,93.1,22,7642,31,60,11.4,1,8,4,Medium
R1805,330,24,1,60.1,12,6697,11,17,13.7,0,12,20,Medium
R1806,389,1,1,61.0,10,8769,33,120,4.1,4,52,7,High
R1807,38,9,3,74.0,10,3514,39,2,10.1,3,46,10,Medium
R1808,417,16,1,61.6,25,4721,16,13,1.8,0,55,18,Medium
R1809,369,12,8,61.2,10,243,25,18,2.7,2,29,5,High
R1810,28,26,3,85.8,11,5833,29,108,12.0,6,52,1,High
R1811,432,29,3,86.5,18,9868,27,17,11.8,4,36,1,High
R1812,417,3,3,97.6,3,2424,22,25,6.6,2,40,11,Low
R1813,296,11,6,68.5,4,3573,6,34,14.2,5,54,5,Medium
R1814,33,4,4,95.9,13,2117,28,79,2.8,1,40,16,Medium
R1815,162,1,1,81.4,1,7359,10,56,6.7,4,6,14,Low
R1816,136,4,2,92.8,16,1853,26,41,4.3,6,15,1,Medium
R1817,133,22,4,56.4,1,2142,6,79,5.8,3,36,19,Medium
R1818,488,24,7,71.2,25,5150,9,48,6.9,5,54,12,High
R1819,210,9,6,92.1,7,4216,35,108,2.0,6,56,9,High
R1820,256,13,0,59.9,17,1073,12,103,11.9,0,7,7,Medium
R1821,33,25,6,79.4,3,7461,30,36,11.6,0,36,6,Medium
R1822,236,16,0,79.0,16,1696,28,58,2.1,4,6,4,Medium
R1823,195,22,0,75.4,6,8429,7,53,7.1,1,8,15,Low
R1824,384,7,5,58.5,1,4814,28,68,14.3,3,24,7,Medium
R1825,430,12,2,60.0,6,506,6,73,6.8,2,39,17,Medium
R1826,366,11,7,73.7,13,9867,21,64,0.9,0,40,1,High
R1827,190,6,3,81.7,5,7300,21,108,6.8,3,32,5,Medium
R1828,60,11,1,78.1,4,7882,6,5,1.3,2,30,14,Low
R1829,237,3,3,97.5,20,9755,6,97,1.5,0,8,15,Medium
R1830,321,15,7,60.5,8,711,6,96,10.0,4,20,18,Medium
R1831,413,30,8,58.0,22,9322,22,74,0.5,1,47,3,High
R1832,182,25,2,56.9,19,8322,7,104,9.0,5,58,20,High
R1833,440,15,6,89.5,16,8174,19,83,1.4,3,42,15,High
R1834,370,3,3,71.8,17,4894,11,53,13.7,0,14,7,Low
R1835,268,9,0,76.3,18,4460,20,30,12.5,6,25,14,Medium
R1836,113,6,6,84.5,19,4836,12,79,7.0,0,9,9,Medium
R1837,104,28,6,92.3,21,2386,6,28,7.3,4,34,18,High
R1838,452,5,1,58.9,1,2694,6,81,12.1,5,21,4,Medium
R1839,455,29,8,96.5,25,1471,20,48,10.4,6,44,19,High
R1840,282,19,8,93.9,24,9679,33,116,2.6,0,10,15,High
R1841,31,23,8,77.2,18,4847,37,4,12.3,6,9,18,High
R1842,495,12,4,68.4,4,2733,12,58,14.2,2,38,17,Medium
R1843,397,29,3,80.1,14,8404,28,57,14.0,4,16,2,High
R1844,435,0,0,78.8,13,7871,25,61,10.2,6,58,6,Medium
R1845,451,6,6,79.8,9,9859,30,12,11.6,5,10,6,Medium
R1846,281,28,7,84.7,18,4530,15,77,10.2,4,37,5,High
R1847,257,23,6,80.5,21,7917,8,35,1.1,2,19,4,High
R1848,152,28,1,89.8,13,1943,27,55,1.1,4,46,8,High
R1849,110,15,4,84.7,25,9163,40,29,5.3,3,27,4,High
R1850,418,29,7,80.6,25,6623,16,38,9.8,4,31,10,High
R1851,447,19,6,71.9,7,4438,32,4,4.4,4,24,5,High
R1852,53,14,0,61.7,10,1774,29,19,2.8,2,42,8,Medium
R1853,442,20,6,67.1,17,2148,5,65,14.5,6,54,8,High
R1854,156,17,6,78.4,16,3834,7,113,6.8,2,30,16,Medium
R1855,97,24,8,74.6,18,1216,32,3,9.5,0,10,10,High
R1856,57,6,1,80.8,24,4167,27,85,11.5,4,45,6,Medium
R1857,440,27,3,86.4,3,3911,18,61,10.9,0,26,6,Medium
R1858,147,1,1,69.1,16,1646,30,43,11.8,5,6,6,Medium
R1859,204,29,4,88.0,15,2469,21,16,9.4,3,25,2,Medium
R1860,466,6,4,67.0,25,9393,31,52,12.8,3,53,16,High
R1861,479,29,1,89.0,4,4338,39,74,11.4,5,7,18,Medium
R1862,297,30,0,93.1,14,9130,14,13,4.4,3,22,14,Medium
R1863,284,27,1,89.6,10,3126,30,81,6.0,2,39,14,Medium
R1864,335,21,8,82.2,7,9631,30,90,9.5,3,24,17,High
R1865,215,18,4,85.3,2,5462,26,76,4.3,2,56,2,Medium
R1866,76,3,2,86.8,21,3058,8,109,10.5,3,28,8,Medium
R1867,376,29,6,94.1,1,5855,12,10,7.4,3,48,2,Medium
R1868,136,26,8,88.1,17,6569,18,54,5.1,3,50,5,High
R1869,71,16,4,69.4,19,1014,29,63,0.6,0,43,19,High
R1870,174,25,2,68.1,18,4199,16,7,4.8,3,29,9,High
R1871,422,28,8,82.0,13,8251,31,7,5.2,3,21,6,High
R1872,27,26,4,68.8,11,8128,33,44,8.3,0,41,15,High
R1873,420,30,4,88.8,7,3250,37,104,9.3,3,13,8,High
R1874,458,25,5,66.4,12,6346,13,110,9.7,6,31,11,High
R1875,378,9,0,59.8,20,5572,27,30,13.9,0,49,14,Medium
R1876,102,27,2,60.2,4,4918,16,98,12.1,3,35,16,Medium
R1877,179,12,2,88.6,19,1203,29,4,2.0,1,22,4,Medium
R1878,67,11,8,90.9,8,8839,38,82,6.1,0,5,18,Medium
R1879,27,3,3,80.9,12,7983,36,72,2.4,6,10,6,High
R1880,315,19,5,74.5,25,323,22,58,2.5,5,31,9,High
R1881,456,5,5,58.4,23,1917,15,7,3.5,2,19,16,High
R1882,195,7,6,70.2,18,6422,39,7,7.2,2,57,6,High
R1883,208,8,8,62.7,4,2121,40,89,11.4,4,25,9,High
R1884,205,25,4,57.1,21,7132,21,40,10.0,2,46,15,High
R1885,193,23,2,93.3,2,1925,13,25,2.7,5,33,10,Medium
R1886,414,17,7,85.0,19,1490,33,57,13.6,3,53,7,High
R1887,144,21,4,83.4,21,2825,36,22,0.9,6,58,18,High
R1888,295,12,2,91.1,15,5893,5,84,8.4,6,59,3,Medium
R1889,330,25,6,97.3,1,4276,26,92,9.7,0,29,20,Medium
R1890,425,7,5,86.6,16,2472,22,80,13.5,2,59,8,Medium
R1891,471,9,0,56.6,22,1801,37,9,10.9,3,33,16,Medium
R1892,278,9,8,94.8,13,5758,16,36,4.2,5,28,9,High
R1893,154,13,0,91.3,6,8866,28,89,1.5,4,44,7,Medium
R1894,250,22,8,59.7,20,5351,20,83,9.1,1,39,15,High
R1895,277,16,4,93.5,23,6424,32,76,8.2,6,14,20,High
R1896,51,9,5,76.2,22,2276,35,14,4.5,3,48,5,High
R1897,149,12,3,56.6,2,9901,39,96,14.5,5,21,6,High
R1898,157,4,3,91.6,20,3809,33,21,8.1,1,41,4,Medium
R1899,97,3,3,77.0,12,2674,18,23,8.0,4,8,19,Medium
R1900,305,29,3,62.4,3,833,12,2,3.2,1,5,1,Medium
R1901,52,22,8,72.0,13,6316,12,6,13.7,4,58,20,High
R1902,363,27,8,95.5,21,7978,29,16,0.7,0,57,10,High
R1903,116,11,6,90.1,9,1111,20,115,8.5,2,46,8,Medium
R1904,348,30,1,80.9,24,876,35,36,6.6,6,54,18,High
R1905,348,4,3,68.9,13,9745,25,107,10.3,0,7,1,Medium
R1906,121,23,0,75.1,24,6723,16,1,5.9,6,22,11,High
R1907,400,18,6,74.3,2,5529,6,116,10.5,3,32,13,Medium
R1908,236,8,1,58.2,20,6538,28,39,13.1,5,10,8,High
R1909,164,0,0,78.8,3,6634,22,99,9.5,0,38,20,Low
R1910,27,11,8,88.4,13,6976,40,26,4.8,1,29,18,High
R1911,391,18,6,62.0,19,7622,5,68,3.9,3,40,18,High
R1912,286,28,1,75.8,21,8051,9,47,0.9,6,42,14,High
R1913,112,11,7,92.1,18,7546,29,3,10.6,1,13,1,High
R1914,64,4,4,93.8,24,5973,34,109,14.5,4,41,18,High
R1915,445,27,2,71.7,9,1388,40,110,0.6,4,28,5,High
R1916,57,25,7,70.9,16,5250,12,59,7.6,2,50,3,High
R1917,363,23,2,76.5,12,9965,16,101,1.6,4,48,18,High
R1918,94,8,1,81.8,18,6699,13,56,4.4,1,14,20,Medium
R1919,264,10,8,80.9,14,974,21,93,11.1,2,13,4,Medium
R1920,441,17,5,85.0,11,8064,7,41,6.8,4,13,1,Medium
R1921,452,18,2,60.6,11,8241,5,91,8.8,5,8,3,High
R1922,343,12,3,95.7,10,6817,22,7,7.2,1,57,5,Medium
R1923,162,27,7,98.6,16,2769,40,79,5.3,5,55,9,High
R1924,22,1,1,76.4,20,8565,16,21,10.5,5,33,8,Medium
R1925,66,4,4,58.2,17,6213,5,62,1.5,6,27,18,High
R1926,348,22,0,59.0,18,6191,5,79,3.1,3,56,4,High
R1927,437,21,1,68.9,13,1424,7,96,5.8,6,60,15,High
R1928,47,26,2,63.8,1,7675,9,104,6.7,2,48,1,Medium
R1929,22,30,7,66.3,22,1519,37,74,11.9,4,50,11,High
R1930,377,9,3,90.7,4,9397,38,60,6.5,4,41,7,Medium
R1931,462,27,6,70.2,19,4312,22,61,11.6,3,58,3,High
R1932,339,25,8,95.7,15,3412,24,104,8.3,1,54,3,High
R1933,38,8,5,57.0,11,9299,30,29,10.4,0,34,10,Medium
R1934,129,28,5,74.3,16,4064,26,112,13.8,3,38,2,High
R1935,227,27,4,98.1,13,737,32,58,3.3,4,19,9,High
R1936,476,9,8,77.1,17,5074,16,41,12.1,3,56,10,High
R1937,227,29,2,78.8,10,5572,8,58,12.3,2,50,2,Medium
R1938,221,11,7,82.3,11,1411,28,51,2.8,4,16,1,High
R1939,324,1,1,96.2,24,5417,11,6,7.7,5,24,1,Medium
R1940,361,19,1,94.1,3,1465,11,60,11.8,3,11,20,Low
R1941,371,0,0,69.5,9,7393,29,7,10.5,1,15,1,Low
R1942,227,22,5,95.5,10,4491,10,88,3.1,0,10,5,Medium
R1943,113,14,5,89.5,18,5954,8,2,2.8,3,53,2,High
R1944,60,10,1,69.8,23,3099,27,103,10.0,5,42,9,High
R1945,245,20,5,56.4,9,818,36,13,11.6,5,17,5,High
R1946,257,19,8,57.2,11,9764,28,83,0.9,1,47,3,High
R1947,44,0,0,67.7,21,3642,24,99,11.0,1,49,19,Medium
R1948,80,0,0,70.3,1,3614,32,6,7.8,5,53,10,Medium
R1949,52,2,2,68.2,19,1636,19,84,5.4,4,44,6,Medium
R1950,299,11,5,88.4,7,6224,26,19,1.2,3,9,2,Medium
R1951,50,13,7,80.1,18,313,6,51,8.8,6,40,2,High
R1952,57,17,6,86.6,15,4405,7,100,10.6,1,35,17,Medium
R1953,156,22,2,86.5,6,3275,23,40,8.9,2,60,8,Medium
R1954,30,0,0,76.6,12,2675,26,42,0.6,1,45,12,Medium
R1955,444,0,0,76.7,12,5229,21,17,13.5,1,23,4,Low
R1956,255,17,4,63.1,1,3160,14,29,11.9,2,26,4,Medium
R1957,55,0,0,80.1,20,7010,7,46,4.0,5,53,18,Medium
R1958,304,29,6,77.5,7,328,14,114,13.6,0,29,13,Medium
R1959,247,7,2,82.1,0,4713,26,119,13.7,2,53,19,Low
R1960,304,25,8,74.9,18,3148,10,22,9.1,4,54,14,High
R1961,179,5,5,57.0,7,6966,16,103,0.6,5,14,15,High
R1962,209,11,8,63.2,8,7668,34,114,0.9,4,13,1,High
R1963,484,14,1,59.0,11,2755,19,92,11.4,0,16,7,Medium
R1964,240,22,2,59.4,25,2900,9,46,13.7,4,55,4,High
R1965,287,18,7,86.8,21,6097,11,56,2.0,0,37,14,High
R1966,128,17,5,69.6,17,1436,25,73,11.4,5,35,6,High
R1967,380,22,1,71.8,16,828,8,97,14.9,2,20,16,Medium
R1968,293,24,3,58.0,12,2632,37,117,8.9,1,56,17,High
R1969,161,10,4,93.1,21,1672,37,18,2.9,6,35,6,High
R1970,20,1,1,79.3,19,4925,39,17,9.6,6,19,5,Medium
R1971,359,30,2,57.6,2,4645,22,63,14.8,5,18,5,Medium
R1972,493,23,8,87.9,2,7005,28,74,9.2,1,49,1,High
R1973,364,4,0,60.6,20,3505,8,36,14.1,5,14,8,Medium
R1974,456,4,2,86.5,15,5984,13,90,13.2,1,28,7,Low
R1975,41,28,2,77.1,13,5596,8,53,4.2,1,5,2,Medium
R1976,196,22,3,96.1,14,7586,34,46,6.3,4,11,20,High
R1977,295,7,2,88.8,21,475,15,77,1.8,5,57,3,High
R1978,260,9,6,93.1,1,2707,38,28,2.2,6,6,9,High
R1979,146,26,8,91.1,2,6442,30,21,2.7,0,56,7,High
R1980,500,3,3,76.4,16,1015,28,52,8.6,2,58,14,Medium
R1981,450,29,6,75.3,24,764,29,30,10.7,1,10,19,High
R1982,282,25,6,70.9,1,5067,23,100,11.6,2,24,2,Medium
R1983,245,30,6,72.2,6,5116,17,92,3.8,3,27,1,High
R1984,174,20,6,62.4,6,2221,15,50,2.5,6,12,3,High
R1985,171,30,2,66.3,25,6832,13,118,12.5,2,46,18,High
R1986,376,10,4,84.6,3,8532,37,82,13.4,0,39,16,Medium
R1987,324,30,1,87.6,13,2516,20,93,5.0,6,50,3,High
R1988,356,19,6,66.6,6,9270,26,104,4.0,1,51,10,High
R1989,255,30,2,94.1,21,1043,28,69,3.9,1,21,7,Medium
R1990,437,1,1,58.4,22,6093,38,64,6.4,2,51,9,High
R1991,209,27,7,89.2,12,9335,22,64,5.3,3,30,19,High
R1992,384,28,4,86.8,20,5596,17,47,14.5,3,28,19,Medium
R1993,261,27,4,72.3,23,9842,37,49,14.5,0,32,7,High
